,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
26,"(6, 30)",188981.838465332,27191161.32730411,25071.814597326327,5494325.57250137,2886975.6142339725,17287498.239832874,1522362.9388510685,6,30
27,"(6, 45)",186943.37935294717,27420334.890446577,22523.82285074978,5613628.04199452,2886398.516259452,17387581.42450411,1532728.192697808,6,45
28,"(7, 0)",182118.2854347732,27435397.26224657,18669.01686029808,5651027.802586301,2864073.534596164,17389059.671964385,1531237.7483739725,7,0
29,"(7, 15)",182506.05516710132,28245960.41204657,17066.79482019781,6026813.514997261,2903961.7435378083,17751312.469726026,1563853.878390411,7,15
30,"(7, 30)",174680.08891176878,27978071.402895886,11743.024421089918,6025909.003780822,2846061.763331233,17562387.513268493,1543693.751270137,7,30
31,"(7, 45)",167506.81515509324,27957881.845364384,6340.769741861425,6097624.579720548,2816050.556721918,17506470.112063013,1537719.9440660274,7,45
32,"(8, 0)",158833.83808009152,27741630.207041096,88.04281641739715,6101131.626528767,2766214.314606027,17352086.36539178,1522180.2313882192,8,0
33,"(8, 15)",155570.50640849123,28269715.24063562,-3874.1976997396023,6382273.62120822,2774951.3472980824,17572315.78769863,1540155.5282120549,8,15
34,"(8, 30)",145199.65146972353,27790058.24650959,-10452.8197006463,6366814.783939726,2693421.650402466,17224059.897728767,1505743.00556274,8,30
35,"(8, 45)",136845.59427179315,27586972.81069041,-16054.537264516684,6411044.213882191,2645446.0695945206,17042816.032052055,1487649.2696339726,8,45
36,"(9, 0)",127730.67285483865,27222828.635276712,-22017.421427312056,6411213.248583561,2579226.709312055,16771010.547520548,1461359.785559178,9,0
37,"(9, 15)",125981.6233208997,27553996.28031507,-26509.928861064654,6577424.411923288,2582626.9797569863,16921713.009999998,1472236.4030441097,9,15
38,"(9, 30)",115157.13073637369,26998582.12400274,-32501.041519550414,6559749.815210959,2495077.0008561644,16513369.682282193,1430388.555057808,9,30
39,"(9, 45)",108342.5668693644,26722001.349569865,-36741.35192470589,6584759.898282192,2444834.2352120546,16284804.424320549,1407606.3054309587,9,45
40,"(10, 0)",100418.84547476932,26303531.85041096,-41000.614222627126,6579826.08620548,2377335.7461142465,15970236.170084933,1376135.079941644,10,0
41,"(10, 15)",99866.8564220822,26464370.58275069,-43658.7172030843,6642296.854676711,2376959.248566849,16058545.29188767,1386575.4507742466,10,15
42,"(10, 30)",91074.8042314832,25881441.12919726,-47664.59835072548,6619177.94150959,2290799.442724657,15629143.6920137,1342323.9261073973,10,30
43,"(10, 45)",86442.02206751972,25572636.502073973,-49840.569394582926,6624701.04279452,2244180.766032602,15384932.626887672,1318827.3533926029,10,45
44,"(11, 0)",80884.17482995069,25138032.8924137,-51859.34832327726,6615831.391668494,2179939.2264835616,15055409.86441644,1286854.5390227395,11,0
45,"(11, 15)",79670.51731275051,25319461.51706849,-53482.307392353614,6671716.226476712,2195617.0335649312,15153037.983726028,1299099.1974690412,11,15
46,"(11, 30)",73858.18974014466,24706478.488909587,-54898.98145338959,6643315.332019177,2112059.504087123,14697473.642375344,1253639.7567917807,11,30
47,"(11, 45)",70925.07833906302,24402485.318334244,-55179.39636336384,6639667.960005479,2074128.9770101367,14457670.061975343,1231030.374077808,11,45
48,"(12, 0)",67862.69473885508,23951849.40560274,-55120.00262108576,6618186.915202739,2016012.0351542467,14119112.17930959,1198547.1736224657,12,0
49,"(12, 15)",68318.93113583479,24017495.592961643,-55832.31159494589,6609905.536347946,2029844.2596660275,14171197.42618082,1206563.168610137,12,15
50,"(12, 30)",65209.74418620932,23452914.107369862,-54875.372020393865,6568683.218345205,1961598.0773676715,13756456.268898629,1166189.0558967122,12,30
51,"(12, 45)",64581.69421570768,23164095.68152329,-53397.81162897507,6559441.457684931,1928521.2901320548,13531850.583331509,1144295.123550137,12,45
52,"(13, 0)",63563.158530958906,22752528.77240548,-51530.05744273672,6535251.005265753,1880357.2759934245,13221771.618254796,1115162.1558646576,13,0
53,"(13, 15)",63005.99608063918,22467030.78858904,-50104.51807075288,6468216.254958904,1843824.324321644,13055349.414446576,1099662.3852367124,13,15
54,"(13, 30)",62673.85596016411,22101464.910460275,-47673.08686751232,6453071.462926027,1805847.300325205,12769930.651887672,1072635.0479378083,13,30
55,"(13, 45)",64661.62652190712,21866999.292887677,-44202.10894749241,6455365.466567123,1777898.7341399998,12579585.18419178,1054168.873060548,13,45
56,"(14, 0)",66813.79759820383,21621381.954271235,-40449.17974701395,6462072.477706849,1751357.451327671,12373302.272339728,1034668.8573432876,14,0
57,"(14, 15)",70389.2953547923,21469975.39662192,-36218.69123692986,6482028.541668493,1735110.3011276713,12228038.195224658,1024784.927641644,14,15
58,"(14, 30)",73293.53510855342,21272918.233019177,-31959.25579920932,6501851.255060274,1712814.0404284932,12050128.390216438,1008111.7543449316,14,30
59,"(14, 45)",78435.51084901617,21189864.6151726,-26408.09784447622,6540376.170561644,1701758.8748353426,11948165.73799452,999552.9992032878,14,45
60,"(15, 0)",83894.5229715001,21131221.706150685,-20695.672011288767,6583751.841263013,1693417.745290685,11862906.937580822,991132.1193090412,15,0
61,"(15, 15)",91581.86059956302,21403851.04349315,-14038.06621050137,6753519.91849589,1711207.9779246575,11941594.85449589,997521.671439726,15,15
62,"(15, 30)",97131.82099213972,21377546.623213697,-8181.280540873096,6803002.866958904,1702862.495229863,11880277.449810958,991398.84896,15,30
63,"(15, 45)",104920.98209502138,21511447.0234274,-1526.577658739918,6871864.802928766,1714860.708530137,11929747.076169863,994970.1951934246,15,45
64,"(16, 0)",112401.0282684,21642758.338835616,4917.5773824523285,6939487.562167123,1725713.6388545206,11978967.83501096,998586.8141079452,16,0
65,"(16, 15)",122804.15693128492,22134818.082975343,13136.924235397972,7202612.842202739,1757013.744080274,12158008.77878356,1017174.0271126028,16,15
66,"(16, 30)",130440.2667032285,22296566.792345207,19403.244329321507,7273373.968383562,1776939.0392435617,12224701.554057537,1021543.3852649316,16,30
67,"(16, 45)",138196.52515010958,22554087.570657533,25282.838740562853,7343666.7990109585,1808170.2078863007,12368695.784463013,1033545.4083252054,16,45
68,"(17, 0)",145503.6523037808,22798591.76799726,30610.14093541315,7406312.466353424,1838396.313060548,12510174.673082191,1043698.1774835616,17,0
69,"(17, 15)",150860.88800221917,23014035.52633973,36560.41239394192,7617438.054939726,1836490.4786547944,12511421.769594522,1048684.2031720548,17,15
70,"(17, 30)",157452.61943315068,23336282.75201644,40522.80216879726,7678022.226852055,1877471.8402701367,12717325.462416437,1063463.1099657533,17,30
71,"(17, 45)",162434.88667556163,23574502.783457533,43950.23100123288,7715853.466852055,1908676.5778131508,12874627.13672329,1075344.6266473972,17,45
72,"(18, 0)",166925.09338473974,23809114.42761096,46816.85389287671,7737958.942473972,1942812.424418904,13040900.420745203,1087440.595070411,18,0
73,"(18, 15)",168085.41617169863,23795826.49588219,49639.800993205485,7876306.225372603,1933060.9765441092,12909862.36700274,1076581.9547945205,18,15
74,"(18, 30)",172340.77169312327,24085097.81479178,51350.15476380823,7896137.875052055,1975512.2609175344,13119597.497035615,1093836.1427789042,18,30
75,"(18, 45)",174722.36160816438,24242060.26918904,52537.3118419726,7891500.714586301,2005970.4340712328,13240973.977361642,1103599.844290137,18,45
76,"(19, 0)",176940.97373572603,24416412.02528493,53302.72711227398,7880765.605375342,2036660.9984339727,13383292.747884933,1115677.4031542465,19,0
77,"(19, 15)",177130.43613956164,24277722.624493152,54519.22648879452,7927090.047027397,2026921.847110685,13223657.44038356,1100037.980299452,19,15
78,"(19, 30)",179609.6653229041,24517279.87776986,54920.60939035617,7914978.2623068495,2066412.2338745203,13419030.924416438,1116846.0694756166,19,30
79,"(19, 45)",180822.476940274,24622893.16090685,54910.82862413699,7880917.083054795,2093399.1220813696,13522851.7526,1125713.3374638355,19,45
80,"(20, 0)",182176.40667427395,24753592.15090137,54842.39112276713,7851051.46920822,2121775.236326028,13643970.869408218,1136781.5959254794,20,0
81,"(20, 15)",180722.26808657532,24485200.22449589,53826.0067259452,7719296.117389041,2110712.425924932,13531219.86930685,1123998.3465676713,20,15
82,"(20, 30)",182515.54088641092,24728570.195372604,53391.38885517808,7684207.376616439,2154035.994548493,13746433.482956164,1143920.4822767123,20,30
83,"(20, 45)",182914.64833665756,24792183.513136987,52634.576201315074,7590346.967961645,2180924.847480274,13866482.29519178,1154457.4701753426,20,45
84,"(21, 0)",183753.14298761645,24910736.377958905,52156.98571441096,7528251.73470137,2210617.92396,14004375.330523288,1167519.9874441095,21,0
85,"(21, 15)",177240.4548010685,24174788.332041096,46648.79241515068,6915535.675126027,2202029.2369947946,13902991.892263012,1154231.9991427397,21,15
86,"(21, 30)",178623.5561670411,24365041.190958902,45925.73945832877,6838734.130621918,2245423.959471781,14106960.533180822,1173923.482649863,21,30
87,"(21, 45)",177528.90688024656,24296336.48030685,44422.63723090411,6669457.818095891,2266272.173592329,14179495.298526026,1181112.427058356,21,45
88,"(22, 0)",177422.14914783562,24287360.190528765,43576.92070268493,6558489.238679452,2286813.41094411,14252588.403536988,1189470.698601096,22,0
89,"(22, 15)",171125.5164660548,23354222.67672055,38758.11751641096,5870987.662583562,2255548.3999915067,14056338.324156163,1171328.2616054795,22,15
90,"(22, 30)",171751.70160575342,23464191.517345205,38012.93179443836,5768273.649142466,2293638.862089589,14212961.233043836,1189298.9250803562,22,30
91,"(22, 45)",170282.49311065752,23291854.64930137,36799.85210405479,5599355.968468493,2302638.6709287674,14198309.165178085,1191531.5170521918,22,45
92,"(23, 0)",169629.06416158905,23201477.941572603,35917.84643909589,5483071.622852055,2316441.4422526024,14206314.446767122,1195631.0010504385,23,0
93,"(23, 15)",162899.15747876713,22283390.58666301,32786.004513534244,5024581.225704109,2258005.34724126,13837015.29720822,1163802.0318691232,23,15
94,"(23, 30)",163537.44711082193,22407315.12621644,32195.00118706849,4941920.773336986,2297589.540161918,13984949.198347948,1182867.7857750684,23,30
95,"(23, 45)",162654.73755528766,22258314.135742463,31465.70058660274,4831218.784082192,2302859.208495452,13941867.008849312,1182381.505589644,23,45
