,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
56,"(14, 0)",0.0,946659.784339178,0.0,247432.9117290411,68972.20688490932,397816.049435589,232440.709845726,14,0
57,"(14, 15)",0.0,932186.4111660274,0.0,244797.11001150683,68293.0124607263,389117.9321232877,229978.64092884108,14,15
58,"(14, 30)",0.0,916663.5941323286,0.0,241968.97467342464,67167.82266468302,382707.0775258904,224820.24195328768,14,30
59,"(14, 45)",0.0,906542.1942832876,0.0,241163.24823726027,66447.15614775644,377386.1053428493,221546.2001369397,14,45
60,"(15, 0)",0.0,895993.1403871232,0.0,240075.6023646576,65672.89282338411,372307.0503695343,217938.04254969588,15,0
61,"(15, 15)",0.0,896481.7158416437,0.0,242379.51079068493,65025.43028771398,369395.2616657808,219676.76357597255,15,15
62,"(15, 30)",0.0,889192.3541687671,0.0,242265.4803482192,64641.20785651589,366378.68931147945,215902.62526435612,15,30
63,"(15, 45)",0.0,886986.4449246575,0.0,243082.6294,64486.07239484932,364395.9824977534,215017.119625726,15,45
64,"(16, 0)",0.0,885349.4003983561,0.0,244187.09110739725,64407.04606602576,363324.09225035616,213426.4433499726,16,0
65,"(16, 15)",0.0,903540.6599553424,0.0,253274.45044328767,65325.88634715835,367601.89009279455,217339.479164274,16,15
66,"(16, 30)",0.0,901665.0668717808,0.0,254972.8409520548,65092.3060513863,365998.39873997256,215602.09979956163,16,30
67,"(16, 45)",0.0,907926.9396227396,0.0,258176.5699128767,65409.78803286384,368042.5270064931,216298.8160980274,16,45
68,"(17, 0)",0.0,912803.9912460272,0.0,260968.26818739728,65648.86153420493,369571.478549452,216615.8324550137,17,0
69,"(17, 15)",0.0,933163.3975578084,0.0,273372.9835947945,66103.26731633533,374735.97438879457,218950.53930745207,17,15
70,"(17, 30)",0.0,940647.6316364384,0.0,276234.2915432877,66633.0348948767,377483.2447739452,220296.80577389043,17,30
71,"(17, 45)",0.0,950968.2171863014,0.0,279810.8359315068,67248.95645987042,381435.8682040822,222472.03878569865,17,45
72,"(18, 0)",0.0,960168.4616736989,0.0,282764.96298547945,67807.77901833096,385077.06512139726,224518.3425531507,18,0
73,"(18, 15)",0.0,962857.0423312328,0.0,290107.1872572603,67760.93581082465,381954.9831816438,223032.72656852056,18,15
74,"(18, 30)",0.0,977693.4668909588,0.0,293354.97543890413,68756.91231992,389053.0813896713,226527.4365884384,18,30
75,"(18, 45)",0.0,985334.1642895892,0.0,295232.5667824657,69484.10516707945,392084.3913831233,228532.41640391783,18,45
76,"(19, 0)",0.0,994650.185810685,0.0,297155.6542063014,70228.36067859727,396315.6782936713,230949.757742274,19,0
77,"(19, 15)",0.0,989075.107349041,0.0,299902.23185753427,69938.16216573151,390870.08122824656,228365.0281116986,19,15
78,"(19, 30)",0.0,1001582.0147649314,0.0,302190.42565260275,71000.94094916794,396967.8579337808,231423.07411,19,30
79,"(19, 45)",0.0,1009215.5848917807,0.0,303274.4720671233,71857.55452422987,400420.4968616165,233663.04801093152,19,45
80,"(20, 0)",0.0,1016878.3054526028,0.0,304308.97184164386,72665.42584179068,404041.8089782466,235862.055105589,20,0
81,"(20, 15)",0.0,1004464.6956131508,0.0,304083.4656093151,71536.6103922,399900.4158404932,228945.51709657532,20,15
82,"(20, 30)",0.0,1018766.8968,0.0,305185.3892564384,73016.31751446877,406608.3800263287,233958.28343517808,20,30
83,"(20, 45)",0.0,1024758.631600548,0.0,305516.30539643834,73776.23201627123,409729.2913849041,235737.93472169864,20,45
84,"(21, 0)",0.0,1033509.069389315,0.0,306093.7115775342,74638.54837455835,414516.4754806576,238261.84521049316,21,0
85,"(21, 15)",0.0,1017200.1641252056,0.0,300305.0257526027,72093.08014033179,410204.393462137,234602.44363134247,21,15
86,"(21, 30)",0.0,1029917.0016123288,0.0,300051.11655808217,74092.01558492247,416391.4128393699,239387.650332548,21,30
87,"(21, 45)",0.0,1033352.4174821916,0.0,297891.60843534244,74490.95856006083,419805.3240287397,241169.48159326028,21,45
88,"(22, 0)",0.0,1038432.8137279452,0.0,296441.51498630136,75369.697183323,423197.9490906027,243428.8377313699,22,0
89,"(22, 15)",0.0,1011128.036829589,0.0,273594.1719353425,73035.91244029287,421440.5585558082,243056.9175141918,22,15
90,"(22, 30)",0.0,1020044.4193542466,0.0,271500.3648969863,75337.86672689315,426394.8562325479,246811.2449030137,22,30
91,"(22, 45)",0.0,1018125.6609745204,0.0,266084.10974,75699.82743706356,427864.1240288767,248477.341112,22,45
92,"(23, 0)",0.0,1018740.2597542466,0.0,262309.4484493151,76609.57394135123,429582.5813400548,250238.9908959726,23,0
93,"(23, 15)",0.0,983300.9627531508,0.0,241996.11125424656,75596.15585085095,419320.89741115074,246384.18791572604,23,15
94,"(23, 30)",0.0,992705.2046863014,0.0,239192.3356260274,77376.23134681178,425470.922471589,250662.03670581096,23,30
95,"(23, 45)",0.0,987696.5576301372,0.0,233761.61164397257,77668.01939986658,424833.46745936986,251430.4662099233,23,45
