,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
0,"(0, 0)",3095.802037866576,862406.0438523288,1099.158044210411,283769.9313978082,7891.393042275808,475739.92874572607,95005.24916232878,0,0
1,"(0, 15)",2933.285793047123,829632.9028616438,942.7931530383562,260490.5503345205,8029.044344309068,469133.0432159453,91977.69565493152,0,15
2,"(0, 30)",2971.6557967630138,834510.6621424657,949.5933859427396,257467.2673484932,8193.058948025287,475446.24047912325,93401.46890115069,0,30
3,"(0, 45)",2942.157742170411,829710.2206983562,900.3837403134247,251784.21167342467,8256.480727661014,476381.6986022192,93285.30107775342,0,45
4,"(1, 0)",2967.717914263836,829413.2292901371,904.3095795873973,248555.53857068493,8293.2926872243,479055.6615640548,93506.041406726,1,0
5,"(1, 15)",2886.848136460548,795754.3511167123,820.9594611564384,232041.2416150685,7796.655230374671,465904.1508720548,90014.81472621096,1,15
6,"(1, 30)",2869.996604601096,801867.8871452055,805.0285672709588,230701.72973178083,7973.771288666712,472013.9624687671,91180.85585191508,1,30
7,"(1, 45)",2896.473444988768,799083.2890317808,792.8583328536986,227316.37928876717,7970.216599005698,472576.31989158905,91222.98195980274,1,45
8,"(2, 0)",2906.8338378556164,800034.2805254795,784.6351656484931,225183.22496698628,8060.572678172986,475263.5322479178,91529.59573501644,2,0
9,"(2, 15)",2884.4900729493147,773202.3878153425,760.5839273134246,216463.7157118082,7560.298682795685,461129.2924917535,88054.0294046137,2,15
10,"(2, 30)",2897.1890878183563,783529.4048150685,751.065193329315,216703.57931575345,7976.277885204575,469028.57141375344,89825.73823836439,2,30
11,"(2, 45)",2923.84187404,785415.109859726,752.9425378772602,215509.08334673973,7944.431099254466,471773.8610899178,90192.17905249588,2,45
12,"(3, 0)",2945.263721460548,792147.0975857534,746.8103212180822,215285.2687149041,8096.927761376849,477543.2236514521,91226.08171707124,3,0
13,"(3, 15)",2994.0053941361643,780990.7049578083,749.1639673358904,211150.78548186304,7816.8310698162595,473678.4323919178,88341.6206096822,3,15
14,"(3, 30)",3001.0393407027395,789684.232141096,740.9368198942467,211948.5242479726,8043.928976351808,479366.9617204384,90322.11867727673,3,30
15,"(3, 45)",3050.9490606783565,795670.4735528766,752.7946057909589,212290.3721116986,8070.655640353343,484287.5567267123,91019.19989247946,3,45
16,"(4, 0)",3088.331045628493,802566.1179243836,756.3323720687672,212931.43154369865,8202.582188686767,489274.0297552603,92155.72896390686,4,0
17,"(4, 15)",3354.082024412603,812912.313630685,751.6403373857535,213714.87993841097,7884.616890384631,498532.8920018356,92778.34502886028,4,15
18,"(4, 30)",3291.584495188493,820408.249560548,759.3699553578083,214411.58108128767,8057.111113154821,503295.8764444932,94642.19661850684,4,30
19,"(4, 45)",3357.683179547397,829171.655420274,767.8292832430136,216140.3129289041,8139.466224032767,509079.9424483561,95810.44007843288,4,45
20,"(5, 0)",3388.332756128219,835955.9213975343,769.4207142136986,217276.15614158905,8249.471277705014,513527.3589238082,96901.8795666274,5,0
21,"(5, 15)",3722.804498811233,852430.4072783561,759.8509005287672,220834.970567863,7896.366575296439,522719.74395958905,100978.9982254356,5,15
22,"(5, 30)",3663.0320892276713,861346.1881147944,766.3187837550685,222698.90571536985,8075.968816787863,528454.9181898904,102116.04094178356,5,30
23,"(5, 45)",3739.675277760548,872351.0084964383,778.351700020274,225172.8863047397,8137.13304564749,535206.3097274521,103834.60595712056,5,45
24,"(6, 0)",3755.847328071781,881661.0704172603,789.5374894449316,227363.24059550685,8243.153362691944,540820.6336365206,105233.81579956986,6,0
25,"(6, 15)",3729.6481127991774,918829.7852679451,803.1863814484931,236252.4962947397,8240.525644906822,563436.008620685,110901.27284419176,6,15
26,"(6, 30)",3780.8131725147946,926586.9133452056,820.6529830147945,238820.08340731508,8348.333999493516,567262.1436992328,112156.83756226028,6,30
27,"(6, 45)",3825.515283492603,943332.302219452,843.3038417158904,243675.21155309587,8453.328969849588,576837.5899066027,114366.76126999177,6,45
28,"(7, 0)",3916.508850627397,955944.0201139726,872.035837390137,247731.8281057534,8552.384746379288,583407.5787163562,116252.8259792274,7,0
29,"(7, 15)",3947.802914078082,999193.4099536984,902.5277606906848,261696.28847753425,8660.31441609726,608878.3446438356,119953.93800153425,7,15
30,"(7, 30)",3991.940248470959,1006547.664161096,922.0693918479452,265517.4707630137,8750.552679790904,611161.4274276439,121113.68765048494,7,30
31,"(7, 45)",4042.9443323164382,1020631.6543621916,921.7748544027124,271438.6871619178,8828.181942974794,617637.4216555068,122723.09429238355,7,45
32,"(8, 0)",4041.7933935876713,1028001.364971233,906.9862881895672,274719.4210863014,8886.441801064082,620608.3153418904,123782.835724137,8,0
33,"(8, 15)",4233.629219691315,1062526.771900274,982.3732814697807,288797.9364446576,9120.760292847395,637167.3401941096,127443.09544920547,8,15
34,"(8, 30)",4099.611734650493,1059648.6244334248,907.6271061465288,290091.95688273973,9146.315410230602,633414.5562812055,126998.29942517808,8,30
35,"(8, 45)",4086.635094730551,1064734.0134646576,862.5509354175068,293877.77145561646,9171.771958774492,634180.1267188767,127506.60043923288,8,45
36,"(9, 0)",3959.151131207362,1062117.447533151,790.0290485579096,294416.6409909589,9166.26106203589,631870.9748077535,126665.92270246574,9,0
37,"(9, 15)",3927.3776395914574,1084144.7859534246,787.0325943498328,303374.0940523288,9614.22586350367,639401.9641908493,131751.5644611233,9,15
38,"(9, 30)",3790.251064598082,1069961.1794745205,665.6964319625589,301836.778380274,9483.668971177203,629136.438813863,129501.49573849316,9,30
39,"(9, 45)",3587.90883970828,1063916.001042466,559.3962737685041,302255.69886493153,9450.581426456163,623826.134400548,128380.1044281918,9,45
40,"(10, 0)",3415.305744452565,1050131.8263221916,424.9598285157151,300295.06521123287,9291.450535729096,614434.9995207671,126107.01615443836,10,0
41,"(10, 15)",3138.155222837345,1060322.2502210955,270.3827266297699,305840.4087071233,9883.435102182,617597.4766892329,126996.78784419176,10,15
42,"(10, 30)",2934.110891758904,1038140.3038282192,115.32600630739726,302106.8738663014,9467.083399530302,602853.7130216438,123708.0616421096,10,30
43,"(10, 45)",2689.378542938553,1024364.9967460276,-36.62480332569863,301050.2890873973,9373.782511124886,592454.6081568766,121482.49275279453,10,45
44,"(11, 0)",2506.686652994603,1004047.1257041096,-182.1170169402082,298013.40099561645,9099.912165104604,578513.1813741369,118416.45317369862,11,0
45,"(11, 15)",2264.497062279778,1006354.927420548,-364.9816548468685,300559.8165690411,9304.780622677534,578661.648970822,117831.79845306848,11,15
46,"(11, 30)",2046.693958358384,980489.1445430137,-500.3342177483041,295983.65917260275,8873.470604901288,561354.4880731781,114280.6333339726,11,30
47,"(11, 45)",1858.723303396751,962225.4401816438,-640.3827954819398,293488.6675821918,8723.543141257764,548328.4866580548,111687.34884435617,11,45
