,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
43,"(10, 45)",12881.724827001288,7475408.563408219,-5925.433460207288,1734652.5568246576,832199.0722400822,3938848.747863288,969718.4997473971,10,45
44,"(11, 0)",12133.591506338138,7339529.606024657,-6176.717688774291,1726709.7965534246,809500.713623589,3856319.905835069,947008.3544946028,11,0
45,"(11, 15)",12990.44907204452,7398108.261046575,-6339.5829684306855,1733588.4155698628,815847.1269309315,3893395.1019295887,955286.5737794796,11,15
46,"(11, 30)",11856.833703818083,7210709.74770411,-6539.701265162384,1721955.1335506851,786618.3008232603,3778890.195020274,923255.2314683014,11,30
47,"(11, 45)",11647.048482566905,7117201.151424658,-6575.122047175778,1715347.1904931506,774210.5586251232,3719939.521224932,907712.9361620274,11,45
48,"(12, 0)",11129.41475365726,6980141.24229315,-6579.728506716165,1705789.4442246575,753342.1321571233,3634621.165875343,886395.2852863015,12,0
49,"(12, 15)",11472.650544833095,7036524.261884932,-6560.621384710453,1705719.6408438357,760852.8170180001,3672668.820813698,897292.859346411,12,15
50,"(12, 30)",11018.582074244658,6860035.915665753,-6474.232356067068,1691681.5885890413,738525.6759857261,3562015.734113425,867822.7327258356,12,30
51,"(12, 45)",10989.718591176164,6771873.1946410965,-6316.136725936,1682305.6753671232,727538.6770700548,3507263.098224384,854774.4933183835,12,45
52,"(13, 0)",10608.9186475617,6638645.827254795,-6132.1735428241645,1670484.8844547945,710764.9057083287,3422988.3984605484,834416.6242200547,13,0
53,"(13, 15)",10093.31675353118,6626788.045342466,-5921.587225836712,1657727.2853041098,699155.5584353972,3434083.722019726,835833.6658307123,13,15
54,"(13, 30)",10245.881849631234,6487275.102523288,-5687.339733517945,1645353.940120548,685436.0472204384,3343650.329716986,812846.0543445206,13,30
55,"(13, 45)",10381.45660147644,6408872.74650137,-5305.275569778247,1639362.1176734243,676937.5254304932,3291758.661347945,800826.0886948219,13,45
56,"(14, 0)",10492.759571483311,6307976.090241096,-4901.510497078937,1632381.982750685,667245.9749553973,3222867.5334654795,785491.7874709863,14,0
57,"(14, 15)",10645.07834376502,6245961.071583561,-4434.957204218109,1626043.8346520548,663213.7137460548,3175528.7591145206,781173.9523002466,14,15
58,"(14, 30)",10934.94362758263,6161853.148953425,-3990.4232392206577,1624719.2333671234,655463.1164760274,3115835.8003156167,765834.9444654246,14,30
59,"(14, 45)",11426.526091292028,6117130.524931506,-3407.356503100822,1628218.0962027395,653056.3989606028,3077290.3245049315,758564.8709352603,14,45
60,"(15, 0)",12036.615196387069,6073836.586030137,-2734.8021247514685,1634357.4925260274,650019.4034873972,3039155.6825358905,750303.0173400547,15,0
61,"(15, 15)",12870.101900958329,6112321.546893152,-1945.6374507481644,1664274.450860274,659840.5090303835,3032644.751280274,755557.2220575616,15,15
62,"(15, 30)",13461.399403304496,6084782.426912328,-1300.7357608463287,1674643.8089890413,657451.7770570959,3005177.691461918,747504.297877589,15,30
63,"(15, 45)",14305.808749803531,6100448.254939726,-569.5418948921342,1690305.3974849316,662061.291217863,3000114.494522192,747963.4367007123,15,45
64,"(16, 0)",15105.378533586878,6115049.55560548,159.9968563603014,1706649.3635643837,666501.8248226849,2994614.6174641093,747281.3417928767,16,0
65,"(16, 15)",16317.12533977129,6254715.858027397,1137.06249332403,1774242.1900246574,680637.0055313973,3038021.742066028,761810.6758746027,16,15
66,"(16, 30)",17091.74794284471,6272077.396654794,1829.46829779243,1793995.9969917806,685423.9594403014,3032474.8494558902,760178.2205168494,16,30
67,"(16, 45)",18039.107593410685,6338045.42918904,2524.447988094411,1816043.5759835616,696566.6980585479,3058738.4957243837,766693.8778124383,16,45
68,"(17, 0)",18795.306428192056,6392390.511095891,3154.6214786779888,1836877.0517315068,705664.9666445754,3078403.3532254794,771442.1662210136,17,0
69,"(17, 15)",19576.334433118904,6518785.039810959,3900.710713871836,1913723.599471233,704352.8490284658,3123380.859902192,777323.150581726,17,15
70,"(17, 30)",20201.239347235616,6586217.758504109,4349.356262408384,1935291.827389041,716378.4890867946,3149892.2628690414,784651.4417785754,17,30
71,"(17, 45)",20812.755266364384,6666720.152350685,4777.461140602466,1953749.708679452,727861.2227835617,3191618.610020274,793486.5046823013,17,45
72,"(18, 0)",21326.07219724384,6733679.673528766,5141.425845175342,1968150.6363890409,738368.3173775343,3225506.960178082,801650.2594045753,18,0
73,"(18, 15)",21568.294644241098,6751999.03109315,5559.462053487671,2022530.973890411,735434.3291669589,3199467.615459726,794560.800623452,18,15
74,"(18, 30)",21963.315291364383,6847427.436424658,5742.968836120548,2037867.8182575344,749109.0953083561,3253536.648609315,806908.4886970685,18,30
75,"(18, 45)",22351.1962297863,6897942.337180822,5913.902717153424,2044662.6579150688,759402.4687429041,3280451.791872055,813420.6490527398,18,45
76,"(19, 0)",22671.85923501644,6953798.73149589,6068.723276778082,2049592.7292657536,769244.9063269041,3312903.434681096,822053.0769096713,19,0
77,"(19, 15)",22727.245829175343,6920358.806101371,6240.4193729835615,2074970.5337835616,768824.6437716164,3269314.338481096,807242.6917476712,19,15
78,"(19, 30)",23013.79419347945,6994677.904550685,6301.265238046576,2080586.9941643835,780404.6796026302,3314550.2800578084,819128.5125942465,19,30
79,"(19, 45)",23212.970753353427,7032601.305260275,6320.03470350137,2079736.7998438356,790239.6510560274,3336739.144536712,825878.1600192328,19,45
80,"(20, 0)",23430.94027674521,7076074.425860275,6271.161387739726,2079197.071912329,799772.8310061919,3363545.9408712327,833551.9645942741,20,0
81,"(20, 15)",23871.976893841096,7012658.363128766,6156.516001780822,2065049.1386,797037.3971989314,3330295.4814635618,820290.7550493425,20,15
82,"(20, 30)",23880.85448078356,7083711.274723288,6150.750630183561,2064189.564208219,809531.5350670958,3376670.216218356,833335.0645463836,20,30
83,"(20, 45)",24119.121936572603,7116554.6390849305,6035.092937580821,2051812.185731507,819624.831611178,3405076.564001096,840056.52388263,20,45
84,"(21, 0)",24168.564476454794,7155234.392583562,5951.888097717808,2043922.149632877,828305.476012137,3434777.227966849,848245.3008169042,21,0
85,"(21, 15)",24832.01106290137,7022195.91490411,5353.188985328768,1944312.623939726,823960.7087075617,3410086.5270512328,843838.2846350959,21,15
86,"(21, 30)",24631.71428170685,7084176.122495891,5313.513331221918,1933963.1556876712,837334.8389485206,3458214.963779177,854665.5387015617,21,30
87,"(21, 45)",24723.05449137534,7084649.584309588,5155.204094857534,1898918.5152767124,843822.778848,3480757.5133531503,861152.9480381919,21,45
88,"(22, 0)",24548.18917919178,7096119.427441095,5005.937290920548,1876214.3704931508,849983.2323230684,3502938.165872877,866984.9504394247,22,0
89,"(22, 15)",23990.613209794523,6844397.35509863,4340.839221109589,1684168.0542657536,837191.8000201371,3465736.3497128766,857293.0360022467,22,15
90,"(22, 30)",23913.078043956168,6888454.214632877,4223.5038590904105,1659048.9816465753,851248.5170154521,3509070.8592101373,869077.9239763836,22,30
91,"(22, 45)",23788.973990852053,6849002.175857535,4061.454527789041,1609109.049027671,854405.546488137,3512917.973419452,872559.9038845754,22,45
92,"(23, 0)",23595.137630994523,6830705.720600001,3940.752549635617,1576084.80282,859639.9984072876,3518458.1053931504,876512.5817453698,23,0
93,"(23, 15)",23037.91958034794,6557576.827969863,3583.243124164384,1420516.4550331507,834865.9316640821,3449097.052296986,853100.4513303288,23,15
94,"(23, 30)",22947.170782065758,6596938.595145206,3482.1192626712327,1394498.9052347946,850606.1149282465,3484796.329864384,867039.8579851507,23,30
95,"(23, 45)",22900.901683350687,6551993.582,3391.819652476712,1354303.937190137,853128.0777786028,3476654.021073425,867911.4284956439,23,45
