,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
0,"(0, 0)",2108.0945962863016,299031.6927068493,2028.6638433082192,289478.46057972603,0.0,8333.457533010958,1220.7565955854795,0,0
1,"(0, 15)",2038.10488356,291851.777140274,1963.8264650753424,283431.8660887671,0.0,7290.747078654794,1128.6671091621918,0,15
2,"(0, 30)",1997.2716376476717,285246.3252350685,1917.7744732084927,277181.4622915068,0.0,6994.527135241096,1069.921601366411,0,30
3,"(0, 45)",1951.173430210685,280133.8281079452,1873.80149115863,272437.5618391781,0.0,6681.605748523289,1014.1599800364384,0,45
4,"(1, 0)",1920.2174551082192,275520.3167764384,1842.7085522860275,268028.6818128767,0.0,6536.516116027397,954.641671299726,1,0
5,"(1, 15)",1927.1625539126028,270977.1147838356,1854.3102763134243,264042.6918939726,0.0,6024.799028808219,910.1386416539724,1,15
6,"(1, 30)",1904.8582553115068,267236.8422638356,1828.4818626846577,260602.5767230137,0.0,5752.952935068493,881.5088459279452,1,30
7,"(1, 45)",1883.0423280224657,264195.9384479452,1809.307739977534,257646.9040147945,0.0,5712.257529641096,837.500797705863,1,45
8,"(2, 0)",1857.7502546756164,261135.31528136987,1786.0008057238356,254635.2930728767,0.0,5688.763409186301,811.8321418575343,2,0
9,"(2, 15)",1913.9699184958904,261070.92006164385,1839.5084426936987,254566.31956493156,0.0,5646.513069964383,857.4548093728768,2,15
10,"(2, 30)",1874.2716692983563,258245.64481808225,1798.9790280221916,251745.03819342467,0.0,5668.120389646576,832.2029799846575,2,30
11,"(2, 45)",1871.746408604384,256832.92816136987,1796.5583812750683,250185.0769709589,0.0,5750.509717695891,896.7337047446575,2,45
12,"(3, 0)",1865.373279696164,255429.27612082192,1787.9159625394525,248586.8298567123,0.0,5908.819203569862,933.136030899178,3,0
13,"(3, 15)",1875.2563829512328,253066.112700548,1788.4612548465757,245636.34273561643,0.0,6461.780530723288,967.1594910813698,3,15
14,"(3, 30)",1868.6721190169865,252290.76570465756,1780.8318061150685,244692.9750986301,0.0,6603.41831889863,993.5933656630136,3,30
15,"(3, 45)",1874.244256750137,252171.78780164383,1784.341710778904,244245.80091534244,0.0,6838.5972928630135,1086.5375018476714,3,45
16,"(4, 0)",1880.8466012945205,252536.42580191785,1791.5121056032876,244178.7206728767,0.0,7193.045404969863,1163.8809744142466,4,0
17,"(4, 15)",1940.3901840265755,254221.1932704109,1841.9330696750685,244545.1027060274,0.0,8404.589047046575,1271.0598121336986,4,15
18,"(4, 30)",1936.3805622731509,256180.65793068492,1833.4452167676716,245937.1935049315,0.0,8857.041926454795,1386.3906790306849,4,30
19,"(4, 45)",1983.6682026657531,258912.76682657533,1876.504071260274,248007.9291041096,0.0,9335.023676832876,1569.2550153843836,4,45
