,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,hr,min
78,"(19, 30)",15289.609221060273,509388.2095282192,5706.446192188493,296028.05870438355,1003.9916695076988,177865.92935134246,34489.84195112603,19,30
79,"(19, 45)",17032.046689210958,515316.9469723288,7133.651956312109,295931.53665780823,1045.740806035882,182729.26593463012,35609.72051567671,19,45
80,"(20, 0)",18415.692418358904,519791.5578821918,8287.469915668493,295200.01707397256,1090.5387637292602,186693.6833889589,36806.51561673972,20,0
81,"(20, 15)",19560.637534041096,521258.91671123286,9444.235903161643,295910.47125917807,1180.780526863515,186865.35503980823,37301.28221463013,20,15
82,"(20, 30)",20730.791513249314,526761.147359726,10177.378757939729,294530.9931660274,1231.1838673112684,192217.375155863,38780.50737928767,20,30
83,"(20, 45)",21539.708202868493,530592.6010641096,10732.792142435615,292229.0489841096,1300.2411641556575,197180.5335111233,39881.66413613698,20,45
84,"(21, 0)",22164.29058208219,534992.8523865753,11110.417016049316,289715.7290728767,1341.4609077243915,202761.66567879447,41172.68884786301,21,0
85,"(21, 15)",22402.698600136988,533340.9236093151,11426.13396550685,287436.0052208219,1416.8864730879316,202884.90536041092,41602.03274315068,21,15
86,"(21, 30)",22785.291636246577,537965.1787139726,11644.871805673973,285894.41079643834,1478.4037602229864,207624.44506347948,42967.01926682192,21,30
87,"(21, 45)",23090.82796219178,540900.5165668493,11697.274926964385,282596.7164221918,1551.9747977638356,212493.65590347943,44257.18194093151,21,45
88,"(22, 0)",23545.653097150684,544461.7347084931,11750.226657758903,280259.2433290411,1618.4253738406246,217065.0780628219,45518.26319034246,22,0
89,"(22, 15)",23556.224041945206,534103.5480720547,11845.104865980822,270402.2224769863,1666.2326864360411,216437.5821730959,45597.22828216438,22,15
90,"(22, 30)",23871.144796109587,538299.6876000001,11862.106443326027,268080.177440274,1724.9618633153807,221596.8995707397,46896.97679777261,22,30
91,"(22, 45)",23978.993005452056,538899.3797624657,11762.230385534243,263590.0627915068,1805.2151501036467,225401.093906137,48102.26473747945,22,45
92,"(23, 0)",24223.127916082198,540689.9552361644,11682.07175329315,260586.80901945205,1857.1261814476984,228695.3928306027,49549.92346339726,23,0
93,"(23, 15)",24052.62392306849,519989.3500147945,11284.11185451507,239540.57309342467,1939.7219785476716,228747.7160221918,49762.87745932603,23,15
94,"(23, 30)",24277.12755161644,523257.0811035617,11190.261210361645,236505.0097523288,2013.670376222348,233441.99525320547,51297.96398124932,23,30
95,"(23, 45)",24388.16514443836,522619.9570016438,10982.947973613698,230654.0339052055,2113.202275815378,237065.1026025753,52788.86748124657,23,45
