,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,month,hr
0,"(1, 0)",1722.6047358419355,208027.3098241936,1481.1720322435483,195436.23828548388,0.0,10911.728407274191,1678.4420161145165,1,0
1,"(1, 1)",1621.2154956491936,191799.60970241931,1366.8842415959678,181662.05912016128,0.0,8764.334973725805,1377.6100627846774,1,1
2,"(1, 2)",1779.8501412241935,191577.3448241936,1521.920338479032,182045.7391379032,0.0,8188.566326564516,1340.4828418137097,1,2
3,"(1, 3)",1846.5219933596773,198517.27779274192,1569.241330148387,188786.76611048385,0.0,8337.621156790323,1387.379872092742,1,3
4,"(1, 4)",1976.297588321774,213048.1574201613,1676.2046576846774,201384.26471935483,0.0,10071.895069298387,1589.797249476613,1,4
5,"(1, 5)",2155.844730370968,240641.1198137097,1839.0885331532256,225206.46499919356,0.0,13206.81752753226,2227.7311152072584,1,5
6,"(1, 6)",2493.63966291129,289425.69125887094,2154.319679669354,267745.1758169355,0.0,18272.4075515,3404.559923210484,1,6
7,"(1, 7)",2634.3301812895165,330134.12930645165,2282.988880916936,304298.1072879032,0.0,21684.183238387097,4150.248970895161,1,7
8,"(1, 8)",1717.0222329362905,340832.6038120968,1407.9840282896694,313192.8408080645,0.0,23547.41897645161,4092.0181148951615,1,8
9,"(1, 9)",361.6511906427097,334961.7461846774,146.3584338621774,306825.01387016126,0.0,24296.64408645161,3838.004218451613,1,9
10,"(1, 10)",-644.3530287290968,333304.1960637097,-802.4670875993226,305362.9526185484,0.0,24512.08234395161,3426.346849653226,1,10
11,"(1, 11)",-1334.085997436129,331592.76262903225,-1471.270045439016,304347.5684,0.0,23824.59496709677,3419.855580491935,1,11
12,"(1, 12)",-1492.6307964655405,336282.66766290326,-1621.623641001226,309662.22892258066,0.0,23276.86873959677,3341.9231533870966,1,12
13,"(1, 13)",-1451.1228415744192,334523.6155669355,-1558.3922986664277,310984.52005080646,0.0,20363.73903564516,3175.1639774274195,1,13
14,"(1, 14)",-879.5392116823386,331110.0921629032,-988.1971956875808,309894.1318532258,0.0,18440.51614209677,2775.161478258064,1,14
15,"(1, 15)",31.4222520692742,335988.33441935485,-82.29525427767742,314401.2053911291,0.0,18684.97597516129,2902.1792996935487,1,15
16,"(1, 16)",1123.103441062113,350568.3755580645,962.013850940242,325660.4595524193,0.0,21241.1099125,3665.938374193549,1,16
17,"(1, 17)",2281.169202160484,374017.6414782258,2084.2227515580644,345091.7115508064,0.0,24325.146039758067,4601.500048314516,1,17
18,"(1, 18)",2892.90851066129,383697.9218266129,2691.6884563629037,355331.12746129034,0.0,23650.21142516129,4716.709059104839,1,18
