,timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total,month,hr
0,"(1, 0)",38359.097640725806,760304.8323096775,26220.59387798387,511056.5772330645,106.57687613958063,233692.66001370965,15449.716111048388,1,0
1,"(1, 1)",31658.655477258064,646443.0342499999,20538.49759129032,407081.2752604839,83.81251092276614,225440.54128387096,13831.003728709677,1,1
2,"(1, 2)",26455.69525064516,559258.3487854839,17078.310685645163,347263.7438935484,61.073325626370966,200548.97349516128,11375.875609879033,1,2
3,"(1, 3)",25938.707411693547,553041.5533814515,16453.08545217742,339044.9015137096,62.08338381403226,203409.12980032255,10527.263063653225,1,3
4,"(1, 4)",27764.19444306452,596206.8707008065,17388.418027580643,355828.7808943548,54.02466461620968,229550.48634717744,10763.130249258063,1,4
5,"(1, 5)",30649.93754935484,657468.876916129,18649.557407258064,384094.1711790322,35.1488803516129,262102.0412798387,11225.830751096772,1,5
6,"(1, 6)",34866.11728080645,746544.7283620968,20598.42501709677,430183.4794491936,41.49250358245162,303584.813967742,12727.743209532257,1,6
7,"(1, 7)",42459.286640000006,880709.3621080645,24777.416887661293,501945.7163943549,47.24210958935484,362624.9760129032,16086.008131112903,1,7
8,"(1, 8)",51672.16012709677,1056743.6900435484,29917.975448387097,598989.8423887097,84.69037452766129,437946.4473846774,19712.76082617742,1,8
9,"(1, 9)",58932.92534612904,1193016.907509677,34306.32668016129,684113.296242742,116.28831377458064,488106.2327967742,20673.08580782258,1,9
10,"(1, 10)",46102.13102082822,1187944.7208959677,21435.18683883629,696794.6561435484,107.28248618816129,471074.7472540323,19965.407567419355,1,10
11,"(1, 11)",17033.964049491933,1054039.3167725806,-3559.841391994597,646811.9260991935,114.21955437453228,389408.98825080646,17698.408365967745,1,11
12,"(1, 12)",-11621.15607967984,903860.8279596774,-28212.996253449197,582807.5882758064,113.05727212120968,305102.3414096774,15831.517533790322,1,12
13,"(1, 13)",-32338.331928840325,798710.2238056451,-45737.1228557258,534164.692151613,125.64723250958065,249737.9619379032,14680.185111879033,1,13
14,"(1, 14)",-41906.83860525807,741209.2479282258,-53766.34930927419,509439.2299387097,128.53948978124194,218388.1971322581,13252.76115398387,1,14
15,"(1, 15)",-43921.19621609677,680387.5984758064,-53828.14153395161,484738.4357935484,107.10107630620968,183617.75038951612,11921.61205092742,1,15
16,"(1, 16)",-35400.298428250004,659589.907541129,-44091.73913280645,487425.1117475807,98.17021621403228,161097.9606048387,10963.548684193547,1,16
17,"(1, 17)",-16773.415963356452,691069.4370661291,-25228.95803167097,521217.706716129,97.73815166637095,158762.9882048387,10984.27633733871,1,17
18,"(1, 18)",7376.221450102903,764379.8574096775,-2052.577790224193,575882.465573387,97.45487755998388,176171.04404274194,12225.221235008064,1,18
19,"(1, 19)",33416.13440274194,849460.1447225807,22209.551107330644,631504.5089169355,99.77200254298388,203306.78256935484,14545.286548064516,1,19
20,"(1, 20)",46163.63355016129,884369.8146790323,34298.25825,657029.579507258,105.65151405450806,211578.96397661293,15653.551003467745,1,20
21,"(1, 21)",45654.43489032258,890950.602441129,34479.73349201613,667022.3205491935,122.09114097441936,208288.8485064516,15519.351754274194,1,21
22,"(1, 22)",44388.54298612903,873606.5293540322,33458.913047580645,650225.0712451612,119.92566778879032,207655.96722822575,15608.801706048387,1,22
23,"(1, 23)",41769.7053233871,817204.6730459677,30534.95260620968,588981.8080354839,134.95235779854838,212394.30526290325,15693.484069274196,1,23
24,"(2, 0)",34064.125276339284,659202.4586794643,24340.421110089286,460346.00596517854,104.39654434523212,187054.35253392856,11701.764691044644,2,0
25,"(2, 1)",27379.931417232143,539418.38349375,18728.098794107143,356040.6331901786,110.1222580390982,173743.8644095536,9520.522474776784,2,1
26,"(2, 2)",24027.447801517857,482890.09435625,16212.738063482144,310759.5049580357,48.58905140703571,164308.46607044642,7771.725920276786,2,2
27,"(2, 3)",24338.74681482143,485627.6780151786,16228.41604642857,305729.14885625,42.30704949309821,172675.681423125,7184.686622017857,2,3
28,"(2, 4)",26496.712360625,527516.8511473214,17246.075397946428,320655.4102517857,29.703129770794643,199387.93265910711,7440.446782892856,2,4
29,"(2, 5)",29743.610192142856,588856.9484678571,18678.08360669643,347196.4109714286,40.59700177205357,233448.956535625,8168.630594383928,2,5
30,"(2, 6)",34674.410832767855,683334.9873044642,20794.583216964285,393772.39964732144,44.5898586619375,279356.3889083036,10161.714973714286,2,6
31,"(2, 7)",43174.16977142857,831539.1451589286,25298.036294107143,469200.75006517855,60.85210203696429,348293.4692232143,13982.640154625,2,7
32,"(2, 8)",52179.41286071429,1000883.08340625,30380.098177857144,563524.4945142857,101.0822577063125,420390.45795625,16860.492707928574,2,8
33,"(2, 9)",55986.95101,1114361.5030285714,32099.44887982143,641310.4767741071,102.83475566946429,455864.5445133928,17080.052317375,2,9
34,"(2, 10)",37474.52242420536,1092284.263550893,14570.175319860178,649993.4008205357,103.96887401674108,425446.9157482143,16739.037503035714,2,10
35,"(2, 11)",7330.904255917857,981579.6452794644,-11966.036821241518,612329.1521553572,109.05783411705356,353495.1366080357,15639.353268660716,2,11
36,"(2, 12)",-18817.218773661607,856948.7974616071,-34789.49416444732,558034.722925,122.11793551758927,284557.24213125004,14225.420045178573,2,12
37,"(2, 13)",-36818.11689965179,766806.5798982142,-49786.64158276785,515400.48877232143,113.9769932520982,238184.73444107143,13105.22284175,2,13
38,"(2, 14)",-44856.78513436607,710662.9349151786,-56124.416517686295,492551.3504080357,91.29842780223214,206278.63932767857,11738.964406401788,2,14
39,"(2, 15)",-45925.85260837768,658236.0504580357,-55362.75017929465,474645.8982151786,96.7111501779375,173059.98090982143,10429.741986642855,2,15
40,"(2, 16)",-37826.24420344474,653142.8972919643,-46525.05252827679,486796.0000044643,80.74859281825,156455.45554375,9806.574366267858,2,16
41,"(2, 17)",-19967.949104908035,704855.53555,-28984.45069624313,532477.7361625,94.02664769703571,161659.25494375,10616.72135457143,2,17
42,"(2, 18)",2921.4603534284824,790414.4837330357,-7155.8513129723215,593821.1828812499,84.24978722883928,184595.03146785716,11915.430053723216,2,18
43,"(2, 19)",26895.76805802857,859752.5477607142,15485.9666954,641146.4675991071,98.110107334875,205149.5592526786,13367.163630625,2,19
44,"(2, 20)",43604.27116660714,866698.9896874999,32463.95982375,649163.5119071428,112.4506853780625,203525.65384375,13898.867457410714,2,20
45,"(2, 21)",45137.74616544643,863415.0499116072,34316.04155919643,650788.9157830357,116.90415904491071,198891.51004732144,13626.030895267855,2,21
46,"(2, 22)",44833.42483125,853110.6919892858,34075.469265178566,641581.2332991072,132.11971889767855,198154.1405133929,13246.957223125,2,22
47,"(2, 23)",41875.147447678566,798625.29656875,31075.75571026786,585407.7074169643,120.90398537646428,199912.65310982143,13181.676357857144,2,23
48,"(3, 0)",32186.80031,605473.0861306451,24522.80636459677,456586.7143096774,105.27209842425,139144.7562395161,9641.320140217742,3,0
49,"(3, 1)",24022.49540951613,462537.0338532258,17923.59590846774,338255.0545370968,67.06156861282258,116640.1797025,7570.030728483871,3,1
50,"(3, 2)",19486.736700725807,380849.7860725806,14503.434821370967,278011.96229193546,53.65841122306452,97023.97700975806,5756.371393008065,3,2
